Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-05-04,gpTtlXyttL,DdtF1OFcuQ,fvmK8nNqmu,Tricep Push Up,12,0.0,fake_id_942
2021-02-25,IBZMGqlnFX,G1mxtZtEs5,gYS7Zso96b,Back Squat,15,102.05840462301894,fake_id_993
2021-07-10,8mffKUfEkt,9ykyHFs36M,1VWE4hnj0z,Clean,6,61.235042773811365,fake_id_942
2021-06-08,ZmimnGzY5u,AF7Qq7XK2r,fUkrBHPGEo,Air Squats,6,0.0,fake_id_1004
2021-06-29,APxwUtRG0k,xPS7RzoOGm,qGOhxViowb,Bent Over Barbell Row,10,83.91468824559335,fake_id_949
2021-06-14,9NSoi6llOs,AF7Qq7XK2r,DEHrQe6ZFB,Air Squats,16,0.0,fake_id_945
2021-04-06,hUHFD1N4FK,06kzIMnTzR,FsFa2keRHv,Oblique Crunch,25,0.0,fake_id_940
2021-07-25,2MZvrDMExe,G1mxtZtEs5,9Kr2PcvLLt,Back Squat,5,70.30690096252415,fake_id_991
2021-08-30,JMnJGs6cfG,aIzmfLklht,8tA8cNuGWb,Dumbbell Step Up,12,18.14371637742559,fake_id_957
2021-09-13,8rjFMKVIH6,zJlvUiMLou,0wQ4kjkUq3,Barbell Incline Bench Press,6,74.84283005688056,fake_id_954
2021-03-09,kRCLVogpTX,qfkBJ4A5eQ,cIHI1J6RyL,Dead Bug,8,0.0,fake_id_977
2021-09-29,WD0IDaDBD9,7wof3tzAVY,Te7W791V4Y,Smith Machine Stiff-Legged Deadlift,12,29.483539113316585,fake_id_958
2021-01-23,HLBBse5a0y,erjFOF21dc,O4KKirDb1A,Reverse Barbell Curl,6,18.14371637742559,fake_id_948
2021-05-13,xY3HEAJgmc,3GvUTFN8up,KtlcUhTy8Q,Calf Raise,6,20.41168092460379,fake_id_949
2021-04-25,7U2uXThrUN,58REE5sJU1,LfRZ3Gm5We,Russian Twist,6,9.071858188712795,fake_id_960
2021-06-03,zCinPb44ol,wNImc4b4MY,0ul97h9YQb,Leg Curl,12,58.059892407761886,fake_id_949
2021-03-21,OcxKd6A50g,AF7Qq7XK2r,Q0xg7Ok58x,Air Squats,50,0.0,fake_id_942
2021-06-08,DWIqw6AGPT,HpJxPvuCBP,nVF77fLp7P,Dumbbell Clean,6,6.8038936415345965,fake_id_969
2021-01-21,WEutRZWiUC,3GvUTFN8up,HLXjAffkC1,Calf Raise,25,0.0,fake_id_949
2021-09-01,iEQToOcbBr,9VAkz3bNl4,CzOPoSpFgV,Decline Push Up,8,0.0,fake_id_990
2021-02-18,SpgczIfkmk,3GvUTFN8up,psdtQMeExt,Calf Raise,6,102.05840462301894,fake_id_948
2021-11-15,T3w7oSb0TT,wNarovWdLy,FE1jV7ESqI,Cable Crunch,15,43.091326396385774,fake_id_964
2021-05-06,VLesTuN1Nj,olwH9a4pKv,ScvwXRTlqE,Knee Raise,12,0.0,fake_id_953
2021-03-26,SEigJsdkew,1sQqqUqJyp,miD6hhWREf,Frog Pump,14,0.0,fake_id_997
2021-10-23,vclr36oZqr,BN1DjSE1Zi,kUk6raOlJP,Romanian Deadlift,10,52.16318458509857,fake_id_991
2021-03-21,csEOHcR6Jb,243X43p1XP,9vLax5EDXl,Seated Leg Curl,5,40.82336184920758,fake_id_938
2021-07-20,euwb4XkBDd,58REE5sJU1,aO4kmuJMlp,Russian Twist,15,5.0,fake_id_986
2021-07-02,14wPHhkpKV,qfkBJ4A5eQ,WB6qOzwSG9,Dead Bug,13,0.0,fake_id_944
2021-01-29,9v40YO4xLb,243X43p1XP,etgwD2sA27,Seated Leg Curl,8,31.75150366049478,fake_id_997
2021-06-14,oY9oB4IxDs,pM3aRwuufC,WcO4GJvGWW,Stability Ball Hyperextension,8,0.0,fake_id_941
2021-03-11,AWFXObbjxF,otjt26R0oL,6Pua2oICE7,Barbell Shoulder Press,6,36.28743275485118,fake_id_937
2021-11-17,KeTRPu3p9G,EAjKaB5zWy,B8JW39tKvx,Dumbbell Kickbacks,11,6.8038936415345965,fake_id_972
2021-06-09,vGwDCsNSiN,wNarovWdLy,XBC1XaAdLB,Cable Crunch,10,15.87575183024739,fake_id_997
2021-11-12,x6fWHftfUA,jgnSb5e39S,2savlbo9DY,Australian Chin Up,8,0.0,fake_id_973
2021-01-25,EIN1qXj1gB,N6zu9IJNBz,8bpvq4YZRU,Leg Raise,9,0.0,fake_id_981
2021-07-08,YgCIPsIftO,06kzIMnTzR,DG9fet6sm6,Oblique Crunch,14,0.0,fake_id_972
2021-04-01,hRVPXBoEda,uHBREgyju0,7FHdnc1AQb,Step Up,15,0.0,fake_id_962
2021-04-06,tSN1jJcitG,243X43p1XP,qsxo2e8ohU,Seated Leg Curl,10,77.11079460405875,fake_id_957
2021-10-15,2jgZZL7v3r,Gx6Z2fevPD,43Y8KLDCXd,Incline Dumbbell Row,8,17.00973410383649,fake_id_950
2021-03-31,9ixERzffDU,G1mxtZtEs5,6LAxKpzINT,Back Squat,8,124.73805009480093,fake_id_949
2021-08-04,m77B1fZMno,dFycDkJyHe,ORt1McIfvF,Dumbbell Shoulder Raise,14,6.8038936415345965,fake_id_992
2021-10-06,bmiSAxCl2M,9fptvki4pW,xGDB3X9AA0,Barbell Hip Thrust,8,54.43114913227677,fake_id_972
2021-08-11,hjSG2ld5jA,G1mxtZtEs5,VpI6eOOCIz,Back Squat,5,43.091326396385774,fake_id_975
2021-01-18,OhbcY3OnYi,6wceEWn4V1,ZW5oRDEpMJ,Incline Svend Press,15,20.41168092460379,fake_id_949
2021-03-01,sewph6an4a,zJlvUiMLou,DDGM1GHCe1,Barbell Incline Bench Press,4,83.91468824559335,fake_id_948
2021-10-05,h2yy6EQKGg,djuvlRHUvb,C2dsUYLTio,Dumbbell Rear Delt Raise,14,4.535929094356398,fake_id_981
2021-02-01,4AY6LnUBRK,erjFOF21dc,IsoOi0e8ni,Reverse Barbell Curl,6,20.41168092460379,fake_id_947
2021-05-19,CGJbsEdkVm,DdtF1OFcuQ,VmcGyVTXaL,Tricep Push Up,9,0.0,fake_id_986
2021-03-29,xbzj3F3G3o,otjt26R0oL,aFVeddDZd4,Barbell Shoulder Press,5,47.62725549074217,fake_id_1001
2021-09-22,GG6VgeCEqB,djuvlRHUvb,1RKxZRbIaD,Dumbbell Rear Delt Raise,7,13.607787283069193,fake_id_957
2021-09-15,hXCuhB6cmE,QFhUumXlvb,qB96TbslNZ,Reverse Grip Barbell Bent Over Row,12,18.14371637742559,fake_id_945
2021-06-02,yJEv70pgoW,DdtF1OFcuQ,CgC6yIcXgt,Tricep Push Up,9,0.0,fake_id_956
2021-06-06,clN8ClPIop,otjt26R0oL,S6WiyicAFA,Barbell Shoulder Press,10,70.30690096252415,fake_id_957
2021-01-02,GZM09krbKu,58REE5sJU1,ckkZmwwNvi,Russian Twist,15,2.267964547178199,fake_id_941
2021-01-30,cIQgp0DHCv,QFhUumXlvb,o04UDE0Q9k,Reverse Grip Barbell Bent Over Row,12,20.41168092460379,fake_id_947
2021-04-26,3yPsLCELMv,wNarovWdLy,p1hUDBE9Ff,Cable Crunch,12,47.62725549074217,fake_id_964
2021-04-30,iqqn3aLFJP,G1mxtZtEs5,jyeWP1KpnH,Back Squat,6,61.235042773811365,fake_id_937
2021-10-21,uhykxFKvdZ,dFycDkJyHe,eIzvCpXECF,Dumbbell Shoulder Raise,12,3.628743275485118,fake_id_943
2021-02-02,n4rddDL410,9VAkz3bNl4,w1fSGuOHGX,Decline Push Up,10,0.0,fake_id_964
2021-05-26,2v4J1D6fxw,EAjKaB5zWy,3eP0MKJMKG,Dumbbell Kickbacks,15,9.071858188712795,fake_id_953
2021-10-15,9CViM6UGgX,DhkjvJNsNR,HGrahBQJBH,Sit Up,7,5.0,fake_id_951
2021-02-11,YaxOsYYpiq,wNarovWdLy,n2xEKbyAb9,Cable Crunch,10,43.091326396385774,fake_id_1001
2021-05-23,pixeCLYFI9,AOQBAQ8rXC,I9B45tWQt8,Pendlay Row,11,38.55539730202938,fake_id_950
2021-11-19,g9wINKzdCK,G1mxtZtEs5,Emdr3oEPAA,Back Squat,5,70.30690096252415,fake_id_983
2021-07-31,N8eTeElHbT,HggeHLeipS,KbgXC1qDzg,Cable Double Bicep Curl,12,15.87575183024739,fake_id_949
2021-01-15,1s48rLxRZa,163u4e1Em9,S7gEwERWAM,Hammerstrength Shrug,10,36.28743275485118,fake_id_938
2021-04-01,0xpov6sY1e,3GvUTFN8up,Gb6piwU1lB,Calf Raise,6,11.339822735890994,fake_id_949
2021-03-06,l92cJajrpz,djuvlRHUvb,sGeW7YTJF2,Dumbbell Rear Delt Raise,9,6.8038936415345965,fake_id_981
2021-10-15,vHvSUwCfoS,pM3aRwuufC,8ZyZHoEM31,Stability Ball Hyperextension,8,0.0,fake_id_941
2021-04-26,KV6TpuY6GD,erjFOF21dc,OVuzSjjsMF,Reverse Barbell Curl,8,20.41168092460379,fake_id_937
2021-04-10,4Yz106OxlA,243X43p1XP,5Suq7mPrYs,Seated Leg Curl,8,50.0,fake_id_988
2021-02-02,ZRxJ4lKbXh,9VAkz3bNl4,73smH2RFpc,Decline Push Up,14,0.0,fake_id_969
2021-01-09,sZhBFZr147,DhkjvJNsNR,iDfXFNMubi,Sit Up,18,0.0,fake_id_950
2021-09-11,7M4ZzgSbLK,UQBXLgsfXN,guhiTFH1j6,Dumbbell Shrug,12,22.67964547178199,fake_id_958
2021-03-01,vuC1pcLABF,y2Gg0PEzd8,eJsy0CNd9S,Preacher Curl,22,20.41168092460379,fake_id_942
2021-10-31,RwDMxKWCAu,HggeHLeipS,cfIEk55ioM,Cable Double Bicep Curl,12,13.607787283069193,fake_id_949
2021-11-12,QOyE2UuQnk,N6zu9IJNBz,LD6zSu2Mil,Leg Raise,15,0.0,fake_id_984
2021-01-27,5vUaVPhDwu,DhkjvJNsNR,Ls9C6QEfIl,Sit Up,31,0.0,fake_id_969
2021-03-09,Aa8JYEHYnX,EAjKaB5zWy,uMoBIzZfua,Dumbbell Kickbacks,12,7.937875915123695,fake_id_940
2021-09-06,pyVNRG6NfP,UThEK7cf4f,iarufhEMbK,Machine Fly,12,49.895220037920375,fake_id_976
2021-02-18,4htv1VbYtP,UThEK7cf4f,UKaMbXB65X,Machine Fly,10,22.67964547178199,fake_id_997
2021-05-10,lJ8ypnChKm,N6zu9IJNBz,iyVeRSfo2d,Leg Raise,25,4.535929094356398,fake_id_949
2021-08-13,zEYWPYrcXo,otjt26R0oL,WCHsLyo0Rc,Barbell Shoulder Press,5,45.35929094356398,fake_id_942
2021-07-05,w8e1sfgFI7,7wof3tzAVY,yoBysLxZkV,Smith Machine Stiff-Legged Deadlift,12,31.75150366049478,fake_id_937
2021-04-05,ZzmP79PHvu,ACSgVaipTW,cyPFb5GuJ8,Dumbbell Squeeze Press,10,27.215574566138386,fake_id_976
2021-01-03,6nPXgVlzzb,fxXbcxfkLt,a3vMrsQNGs,Exercise Ball Crunch,35,0.0,fake_id_937
2021-11-26,I21bUAimtQ,tTFy5YOe7N,987KxB3F45,Single Arm Overhead Press,9,15.87575183024739,fake_id_958
2021-02-05,tlphczSGMB,dFycDkJyHe,rvsHdXXvcp,Dumbbell Shoulder Raise,11,4.535929094356398,fake_id_937
2021-07-25,cYP3iaVtDU,xPS7RzoOGm,cv8mnUUZGH,Bent Over Barbell Row,10,45.35929094356398,fake_id_984
2021-03-29,3RsN7pzliL,oySTEjJdfw,GtsUZP0F7o,Freemotion Chest Press,15,6.8038936415345965,fake_id_952
2021-02-08,6pTSYzuNWt,AF7Qq7XK2r,vnT8yYhtG7,Air Squats,10,0.0,fake_id_955
2021-10-08,bBT0VrJG9a,k4ivWt2zuv,pho4QEtJEU,Barbell Glute Bridge,15,61.235042773811365,fake_id_942
2021-07-07,324YltM28J,erjFOF21dc,cDOvPN2Xp2,Reverse Barbell Curl,6,27.5,fake_id_986
2021-08-22,ctR2v2qdTd,N6zu9IJNBz,3U8LfPj0iv,Leg Raise,7,0.0,fake_id_966
2021-09-14,L3JhcfuxpY,1sQqqUqJyp,yplz1E4AMX,Frog Pump,27,0.0,fake_id_972
2021-05-24,Zqdd7kxpOL,G1mxtZtEs5,FV9qFztJED,Back Squat,4,31.75150366049478,fake_id_975
2021-02-05,DzoJN9bTe7,BN1DjSE1Zi,FutRmTSgWp,Romanian Deadlift,10,61.235042773811365,fake_id_957
2021-01-06,E6CvfQxRSU,DhkjvJNsNR,ENpcp6IgFm,Sit Up,13,0.0,fake_id_938
2021-06-22,oGGGCckXkX,1mSqEHZVVv,TLn3pfl14M,Machine Reverse Fly,12,36.28743275485118,fake_id_1001
2021-06-17,u9nPfMcN3g,erjFOF21dc,am8rcLLazJ,Reverse Barbell Curl,5,31.75150366049478,fake_id_937
2021-11-01,CkEoqKZnOM,djuvlRHUvb,R9FRzgyumh,Dumbbell Rear Delt Raise,8,13.607787283069193,fake_id_957
2021-03-02,r2lpA8rw4J,Gx6Z2fevPD,vg2vVBeGyN,Incline Dumbbell Row,13,13.607787283069193,fake_id_981
2021-05-20,0rFeyM3iGD,163u4e1Em9,0bLEov4bDN,Hammerstrength Shrug,12,47.62725549074217,fake_id_953
2021-07-11,reK4CAe6Ov,dFycDkJyHe,iUJznoPP2n,Dumbbell Shoulder Raise,12,4.535929094356398,fake_id_980
2021-01-30,V9fUudZF7E,58REE5sJU1,HJw9q5utD9,Russian Twist,25,9.071858188712795,fake_id_949
2021-11-12,1RZEJhhij4,fxXbcxfkLt,ItoS1d0iBr,Exercise Ball Crunch,20,11.339822735890994,fake_id_993
2021-01-26,gQmIq7j0eO,N6zu9IJNBz,pA4Y3DdACw,Leg Raise,21,0.0,fake_id_967
2021-04-28,FOiVPq1K15,9VAkz3bNl4,46dQaGnGG3,Decline Push Up,15,0.0,fake_id_986
2021-02-26,NzsmWzE9PG,DdtF1OFcuQ,XjUFo3bReh,Tricep Push Up,17,0.0,fake_id_959
2021-07-09,1KW2UTWgNC,AF7Qq7XK2r,jhl3AJ3FR7,Air Squats,8,0.0,fake_id_942
2021-11-19,c3uP4QBQ6e,uHBREgyju0,HLIwANjrpP,Step Up,10,10.432636917019714,fake_id_973
2021-05-14,HBECxbeTO0,G1mxtZtEs5,AfLW2jlKwW,Back Squat,10,61.235042773811365,fake_id_947
2021-01-24,EDUbfgbkzM,pM3aRwuufC,dbcj4QbmZB,Stability Ball Hyperextension,20,0.0,fake_id_952
2021-08-09,xK8e0OTNQd,516XLLabVp,iGRslXaVJI,Scapular Pull Up,7,0.0,fake_id_966
2021-06-29,ebp1FogWKD,dFycDkJyHe,FxvzE4Xbs3,Dumbbell Shoulder Raise,5,7.937875915123695,fake_id_946
2021-09-08,5yeaQgieY6,9VAkz3bNl4,jgOrk41bEe,Decline Push Up,10,0.0,fake_id_979
2021-02-15,V18J73CaBE,N6zu9IJNBz,FM2EO8mLJT,Leg Raise,28,0.0,fake_id_950
2021-07-08,WlKNQz8h3r,58REE5sJU1,mPBrEB1hOp,Russian Twist,22,20.41168092460379,fake_id_993
2021-04-11,RrGWlyu9Ov,xPS7RzoOGm,8jCA9FFYlI,Bent Over Barbell Row,15,61.235042773811365,fake_id_942
2021-02-09,5sRbQF1eDe,xPS7RzoOGm,AjjrWTuWoW,Bent Over Barbell Row,10,83.91468824559335,fake_id_949
2021-02-02,HudHatU4qe,BTmBzxhAmZ,hqtWsAtWXP,Dumbbell Pullover,12,10.205840462301895,fake_id_940
2021-07-14,EZU4qOA6o1,O0VUqHDOIO,bDZRfhlcmb,TRX Swimmer Pull,8,0.0,fake_id_946
2021-04-23,owtoGOJmZO,HggeHLeipS,POY6D26qZX,Cable Double Bicep Curl,12,13.607787283069193,fake_id_949
2021-10-05,ZVwrhEUM7x,erjFOF21dc,giJuD2mEEb,Reverse Barbell Curl,2,38.55539730202938,fake_id_973
2021-02-27,O5FzWtuaXx,xPS7RzoOGm,N5CZqBO3iK,Bent Over Barbell Row,10,25.0,fake_id_978
2021-01-21,FylyMoNgNR,1mSqEHZVVv,O8vhfIggCx,Machine Reverse Fly,15,11.339822735890994,fake_id_940
2021-02-12,LQ4FtxYSvv,243X43p1XP,38cwD75FZs,Seated Leg Curl,12,24.947610018960187,fake_id_964
2021-02-28,pOAyBVOW4I,k3yxx2a6oz,jPZ3paUEM9,Seated Machine Calf Press,20,70.30690096252415,fake_id_993
2021-04-24,AVin3ggC5C,r4bOO0fDTv,f0Hbbt7W0F,Plank,0,0.0,fake_id_993
2021-07-06,VIC1BLq9IK,y2Gg0PEzd8,WuIH5yXgex,Preacher Curl,18,18.14371637742559,fake_id_954
2021-01-19,hWkkCn1Li7,djuvlRHUvb,QJQAx2IuHT,Dumbbell Rear Delt Raise,8,10.0,fake_id_974
2021-01-19,MWGFZHoYkd,DdtF1OFcuQ,raUm7HFeMM,Tricep Push Up,10,0.0,fake_id_947
2021-11-26,I21bUAimtQ,C4tOdXyE0R,5dHe3cDLmr,Cable Hip Abduction,11,6.8038936415345965,fake_id_958
2021-04-15,6goAI4jEgk,4IMiKZHvCG,h6YeclQqsx,Shotgun Row,5,27.215574566138386,fake_id_1003
2021-10-29,i9kC2LNhSy,fxXbcxfkLt,EPzJ72VgRy,Exercise Ball Crunch,40,0.0,fake_id_937
2021-01-23,mYqBj2IyyW,UQBXLgsfXN,PX9ZDAIzcS,Dumbbell Shrug,10,7.5,fake_id_966
2021-04-05,QBTzEfej7B,AF7Qq7XK2r,O4tWvoSLSr,Air Squats,15,0.0,fake_id_962
2021-03-13,rknPCBCe98,uHBREgyju0,UCRYnJROLb,Step Up,8,0.0,fake_id_951
2021-04-05,MlgFbvJJlB,AF7Qq7XK2r,NbECO0PL3J,Air Squats,10,0.0,fake_id_983
2021-01-02,GSnAvYzVNP,nNMm3ywt6H,Is6iIbmO6G,Pike Push Up,9,0.0,fake_id_977
2021-10-21,wxYviSalz2,58REE5sJU1,CVCEEkFdT3,Russian Twist,18,2.267964547178199,fake_id_940
2021-04-17,SqgK9j3l6O,y2Gg0PEzd8,RdrIkUgBN5,Preacher Curl,10,24.947610018960187,fake_id_992
2021-11-04,0FJ2pdKSoh,djuvlRHUvb,VAOdCb4U3e,Dumbbell Rear Delt Raise,10,4.535929094356398,fake_id_991
2021-10-04,tllloRKPAh,06kzIMnTzR,HDmn5eEQCI,Oblique Crunch,15,0.0,fake_id_972
2021-06-02,yJEv70pgoW,zJlvUiMLou,G8MdFsC81o,Barbell Incline Bench Press,8,56.69911367945497,fake_id_956
2021-03-18,ErOgdAhSpO,otjt26R0oL,gXDDJPtz9k,Barbell Shoulder Press,8,52.16318458509857,fake_id_976
2021-03-02,H7q0eJR5ja,nNMm3ywt6H,d7A4NumXxl,Pike Push Up,8,0.0,fake_id_959
2021-10-12,ZS8R3KiGzt,9q2Cdgm0FM,cVyrABjxJZ,Machine Leg Press,12,38.55539730202938,fake_id_955
2021-08-16,kwphmEa3MT,HpJxPvuCBP,znnqBTS1uN,Dumbbell Clean,13,11.339822735890994,fake_id_942
2021-01-29,gSmqBojmqj,fxXbcxfkLt,L9jTfD2dcp,Exercise Ball Crunch,32,0.0,fake_id_937
2021-03-18,ErOgdAhSpO,G1mxtZtEs5,La6DojnTIh,Back Squat,5,102.05840462301894,fake_id_976
2021-07-01,iLWZxHNS6e,qfkBJ4A5eQ,cKnbyYvFQ5,Dead Bug,8,0.0,fake_id_946
2021-05-04,DxXkKMXX6q,otjt26R0oL,Feb99sNayl,Barbell Shoulder Press,12,29.483539113316585,fake_id_954
2021-06-02,1F0r61LvHM,UQBXLgsfXN,jDAhOwrsPD,Dumbbell Shrug,5,15.87575183024739,fake_id_946
2021-05-19,B4aikAnu0P,uHBREgyju0,7GEAUXW4E4,Step Up,8,0.0,fake_id_969
2021-05-25,u3ZMfBP1u4,s5tzCNPRXw,KYzyA4LJmm,Lunge Jump,5,0.0,fake_id_955
2021-07-19,SeL8o03tbs,dFycDkJyHe,HpxGMIjBCZ,Dumbbell Shoulder Raise,5,5.669911367945497,fake_id_998
2021-01-20,8NyoThUyhD,s5tzCNPRXw,SPkxKzsizu,Lunge Jump,9,0.0,fake_id_955
2021-09-02,dhnWD1S3nG,dFycDkJyHe,lT4fW2xCmj,Dumbbell Shoulder Raise,10,4.535929094356398,fake_id_950
2021-09-10,PtuBIGTHZU,k3yxx2a6oz,DwayiG1NxE,Seated Machine Calf Press,10,40.82336184920758,fake_id_954
2021-02-20,gIHdQokX2O,243X43p1XP,xv6FgTOFME,Seated Leg Curl,15,54.43114913227677,fake_id_963
2021-04-24,AVin3ggC5C,wNImc4b4MY,G6QsUZs2Rg,Leg Curl,10,58.96707822663317,fake_id_993
2021-08-20,HZWBIwPqTL,otjt26R0oL,j4koKQg0C3,Barbell Shoulder Press,12,43.091326396385774,fake_id_954
2021-04-27,VKVOfDw05h,9q2Cdgm0FM,37XzkCAs9Q,Machine Leg Press,15,72.57486550970236,fake_id_953
2021-05-24,SMKJ3Kw2SL,243X43p1XP,5LugtUntmq,Seated Leg Curl,10,45.35929094356398,fake_id_961
2021-06-24,wLD0aXZPkd,4IMiKZHvCG,oJfZfCMgZn,Shotgun Row,8,27.215574566138386,fake_id_959
2021-04-15,JGsm2Xi5tF,djuvlRHUvb,DMX0lXqWve,Dumbbell Rear Delt Raise,15,9.071858188712795,fake_id_949
2021-09-02,lH0l7o3LUd,djuvlRHUvb,0ysO9Z9DaF,Dumbbell Rear Delt Raise,7,15.87575183024739,fake_id_973
2021-07-05,rkaqOXqFEk,N6zu9IJNBz,90X3ZICaZG,Leg Raise,13,0.0,fake_id_945
2021-03-07,fCGCpAiZEz,wNImc4b4MY,cqZiWtY6O8,Leg Curl,12,13.607787283069193,fake_id_975
2021-10-06,ADN33xF0Ox,otjt26R0oL,oFHFgva7EB,Barbell Shoulder Press,7,31.75150366049478,fake_id_1001
2021-04-13,c0rBNj5Ts7,243X43p1XP,zSSCVXJ9rc,Seated Leg Curl,15,34.01946820767298,fake_id_953
2021-01-13,veFaE7PF4r,wNImc4b4MY,oh2N6YkVB6,Leg Curl,12,53.52396331340549,fake_id_949
2021-09-02,dhnWD1S3nG,tTFy5YOe7N,P5xgTWqOkz,Single Arm Overhead Press,13,10.205840462301895,fake_id_950
2021-02-02,oDMiNZ7Kwa,otjt26R0oL,18jIpYIZag,Barbell Shoulder Press,8,43.091326396385774,fake_id_947
2021-06-17,uKuKDYLaFZ,djuvlRHUvb,AdM51SSGGY,Dumbbell Rear Delt Raise,12,4.535929094356398,fake_id_945
2021-01-09,TBYVMXA8uM,jJmv4Zv028,qG7sRxoTOa,Overhead Weighted Sit Up,20,9.071858188712795,fake_id_939
2021-08-01,Y0LuZRoE0j,UThEK7cf4f,p2V41QBAgI,Machine Fly,11,57.833095953044065,fake_id_964
2021-03-09,Aa8JYEHYnX,EAjKaB5zWy,ZtPu0Kw9TD,Dumbbell Kickbacks,12,7.937875915123695,fake_id_940
2021-02-20,ekRGMCZGfh,G1mxtZtEs5,dZPFvKQ2Tz,Back Squat,8,92.98654643430615,fake_id_947
2021-04-24,ElIncJu5r9,EAjKaB5zWy,8KB3rOAm7Q,Dumbbell Kickbacks,12,11.339822735890994,fake_id_942
2021-09-28,szU5Sj3o1K,uHBREgyju0,62b2BEOuLT,Step Up,10,5.669911367945497,fake_id_940
2021-02-01,NJivbXElDI,DhkjvJNsNR,ARFCw9FtKH,Sit Up,25,11.339822735890994,fake_id_949
2021-11-09,eL8nAPlbl9,BN1DjSE1Zi,CmLcLR13sh,Romanian Deadlift,10,43.091326396385774,fake_id_937
2021-03-03,ilebKvBxHw,dFycDkJyHe,eLSnjHRlPi,Dumbbell Shoulder Raise,9,2.267964547178199,fake_id_997
2021-01-30,6hKFS1NqeP,wNarovWdLy,ZDh7MDXE9B,Cable Crunch,11,40.82336184920758,fake_id_964
2021-02-15,jXkAfCHI4Y,r4bOO0fDTv,MM2R0darkF,Plank,0,0.0,fake_id_955
2021-03-17,d4upoFtS0e,BN1DjSE1Zi,58YTkyYDts,Romanian Deadlift,15,29.937132022752223,fake_id_943
2021-04-05,3LKOC63jem,s5tzCNPRXw,IvECfJlnVt,Lunge Jump,19,0.0,fake_id_1000
2021-06-06,SVB3WVZy5N,9VAkz3bNl4,bKzvowi3Cq,Decline Push Up,11,0.0,fake_id_944
2021-02-12,ufWRZJvAGl,UQBXLgsfXN,89pmqA5ww2,Dumbbell Shrug,10,11.339822735890994,fake_id_962
2021-08-01,yIsCrNmbR3,k4ivWt2zuv,iFspUYkE3y,Barbell Glute Bridge,10,49.895220037920375,fake_id_991
2021-01-17,VXwiDazpl7,DdtF1OFcuQ,2wL0mbGuve,Tricep Push Up,12,0.0,fake_id_1000
2021-04-01,0xpov6sY1e,djuvlRHUvb,soKaEst67u,Dumbbell Rear Delt Raise,15,9.071858188712795,fake_id_949
2021-01-05,w5cE8lj6JH,G1mxtZtEs5,H1cz3qbCEi,Back Squat,13,102.05840462301894,fake_id_987
2021-07-12,ODVuurWMy6,wNImc4b4MY,WBGpHEIEyW,Leg Curl,12,58.96707822663317,fake_id_949
2021-09-23,iBneHo8IEF,9fptvki4pW,RUB2wNh1so,Barbell Hip Thrust,6,61.235042773811365,fake_id_972
2021-03-08,zIeEKfvdpA,1sQqqUqJyp,qPQT1nQPGU,Frog Pump,14,0.0,fake_id_997
2021-04-19,52ilQmtAzC,uHBREgyju0,f2yKgFe9ot,Step Up,12,0.0,fake_id_959
2021-08-17,5Be5ZSbCpZ,y2Gg0PEzd8,rO8JGgKJJE,Preacher Curl,6,27.215574566138386,fake_id_976
2021-08-13,zEYWPYrcXo,516XLLabVp,5ZaJgQuFQT,Scapular Pull Up,8,0.0,fake_id_942
2021-03-13,lZ8IQg2L2v,wNarovWdLy,fe6fkx3PiX,Cable Crunch,10,27.215574566138386,fake_id_968
2021-07-18,mDwtSH03KB,G1mxtZtEs5,KPNGXtrmMR,Back Squat,8,20.41168092460379,fake_id_975
2021-07-21,eKVS3pnjWG,tTFy5YOe7N,kFAWsja0ca,Single Arm Overhead Press,12,7.5,fake_id_944
2021-01-30,cIQgp0DHCv,QFhUumXlvb,nNYB9iuj6n,Reverse Grip Barbell Bent Over Row,12,20.41168092460379,fake_id_947
2021-05-19,CGJbsEdkVm,DdtF1OFcuQ,G8e6j4AAMP,Tricep Push Up,9,0.0,fake_id_986
2021-03-24,FRY3KLlJkk,G1mxtZtEs5,hXuHn3hlJw,Back Squat,3,111.13026281173174,fake_id_976
2021-06-05,4dmQi2ZA8y,1mSqEHZVVv,k1RUhqPes5,Machine Reverse Fly,15,40.82336184920758,fake_id_942
2021-05-29,CL1tlIoWFV,HpJxPvuCBP,eUiyXHXnaD,Dumbbell Clean,8,14.741769556658292,fake_id_937
2021-04-09,vqOXcseHcR,otjt26R0oL,bkXDX7MpGs,Barbell Shoulder Press,10,15.87575183024739,fake_id_950
2021-11-04,dSd5LFZ7YF,otjt26R0oL,eDvprX8gEa,Barbell Shoulder Press,5,43.091326396385774,fake_id_947
2021-03-25,QqJUMpvp9V,DhkjvJNsNR,k6WUgJwszr,Sit Up,11,0.0,fake_id_978
2021-01-15,HyGPBdL9nF,ACSgVaipTW,SYD0SLBqXa,Dumbbell Squeeze Press,12,4.535929094356398,fake_id_952
2021-03-02,Zscnx3xEZQ,omtypRFVyt,unBLcjWBIL,Power Clean,10,30.0,fake_id_988
2021-01-22,HP1ErmQWWd,N6zu9IJNBz,rkU5xHQPCr,Leg Raise,16,0.0,fake_id_937
2021-04-01,EnDJSOhmRj,N6zu9IJNBz,Pdu1o2ap2E,Leg Raise,20,0.0,fake_id_959
2021-10-31,QZGJK3fzDa,DdtF1OFcuQ,eYfiIEY5pA,Tricep Push Up,15,0.0,fake_id_973
